file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.js,1,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,0,71
index.js,2,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,0,0
index.js,3,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,0,17
index.js,4,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,2,3
index.js,5,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,54
index.js,6,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,0
index.js,7,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,42
index.js,8,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,0
index.js,9,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,60
index.js,10,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,0
index.js,11,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,22
index.js,12,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,6,54
index.js,13,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,0
index.js,14,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,0,0
index.js,15,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,54
index.js,16,js,b12d7972,MManiSSingh,2025-02-08,18:27:41,-08:00,2025-02-08T18:27:41-08:00,4,38
